BIBLE	MAP
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	EXO21-22
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	LEV5-6
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	NUM16-17
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	NUM29-30
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	DEU12-13
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	DEU22-23
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	DEU28-29
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	1SA20-21
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	2SA18-19
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	1KI4-5
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	2KI11-12
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	1CH5-6
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	2CH1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	2CH13-14
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	NEH3-4
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	NEH9-10
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	JOB40-41
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	ECC4-5
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	SOL6-7
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	ISA8-9
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	ISA64
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	JER8-9
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	JER30-31
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	EZE20-21
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	DAN3-4
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	DAN5-6
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	HOS1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	HOS11-12
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	HOS13-14
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	JOE3-4
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	JON1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	MIC4-5
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	NAH1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	ZEC1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	MAL3-4
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	GEN31-32
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	EXO7-8
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	EXO21-22
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	LEV5-6
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	NUM16-17
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	NUM29-30
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	DEU12-13
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	DEU22-23
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	DEU28-29
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	1SA20-21
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	1SA23-24
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	2SA18-19
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	1KI4-5
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	2KI11-12
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	1CH5-6
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	2CH1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	2CH13-14
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	NEH3-4
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	NEH9-10
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	JOB40-41
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	ECC4-5
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	SOL6-7
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	ISA8-9
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	ISA63-64
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	JER8-9
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	EZE20-21
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	DAN3-4
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	DAN5-6
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	HOS1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	HOS11-12
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	HOS13-14
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	JOE3-4
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	JON1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	MIC4-5
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	NAH1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	ZEC1-2
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	MAL3-4
Holy-Bible---Hebrew---Hebrew-Masoretic-OT	HEBREW
Holy-Bible---Hebrew---Hebrew-Masoretic-OT	JOE3-4
Holy-Bible---Hebrew---Hebrew-Masoretic-OT	PRO5
Holy-Bible---Hebrew---Hebrew-Masoretic-OT	SOL6-7
Holy-Bible---Hebrew---Hebrew-Masoretic-OT	ISA64
Holy-Bible---Hebrew---Hebrew-STEPBible	NONE
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad	HEBREW
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad	JOE3-4
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad	PRO5
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad	SOL6-7
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad	ISA64
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	GEN31-32
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	EXO7-8
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	EXO21-22
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	LEV5-6
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	NUM16-17
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	NUM29-30
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	DEU12-13
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	DEU22-23
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	DEU28-29
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	1SA20-21
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	1SA23-24
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	2SA18-19
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	1KI4-5
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	2KI11-12
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	1CH5-6
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	2CH1-2
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	2CH13-14
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	NEH3-4
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	NEH9-10
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	JOB40-41
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	ECC4-5
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	SOL6-7
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	ISA8-9
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	ISA64
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	JER8-9
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	EZE20-21
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	DAN3-4
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	DAN5-6
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	HOS1-2
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	HOS11-12
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	HOS13-14
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	JOE3-4
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	JON1-2
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	MIC4-5
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	NAH1-2
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	ZEC1-2
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	MAL3-4
Holy-Bible---Hebrew---Living-Bible	NONE
Holy-Bible---Hebrew---Modern-Hebrew-Bible	NONE
Holy-Bible---Hebrew---Salkinson-Hebrew-Bible	NONE
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	GEN31-32
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	EXO7-8
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	EXO21-22
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	LEV5-6
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	NUM16-17
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	NUM29-30
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	DEU12-13
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	DEU22-23
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	DEU28-29
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	1SA20-21
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	1SA23-24
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	2SA18-19
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	1KI4-5
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	2KI11-12
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	1CH5-6
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	2CH1-2
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	2CH13-14
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	NEH3-4
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	NEH7
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	NEH9-10
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	JOB40-41
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	ECC4-5
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	SOL6-7
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	ISA8-9
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	ISA64
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	JER8-9
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	EZE20-21
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	DAN3-4
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	DAN5-6
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	HOS1-2
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	HOS11-12
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	HOS13-14
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	JON1-2
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	MIC4-5
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	NAH1-2
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	ZEC1-2
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	MAL3-4
Holy-Bible---Hindi---Contemporary	NONE
Holy-Bible---Hindi---Hindi-Bible	NONE
Holy-Bible---Hona---Hwana-Bible	NONE
Holy-Bible---Hre---Hre-Bible	NONE
Holy-Bible---Hruso---Hrusso-Angka-Bible	NONE
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	GEN31-32
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	EXO7-8
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	EXO21-22
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	LEV5-6
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	NUM16-17
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	NUM29-30
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	DEU12-13
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	DEU22-23
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	DEU28-29
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	1SA20-21
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	1SA23-24
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	2SA18-19
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	1KI4-5
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	2KI11-12
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	1CH5-6
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	1CH21-22
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	2CH1-2
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	2CH13-14
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	NEH3-4
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	NEH9-10
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	JOB40-41
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	ECC4-5
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	SOL6-7
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	ISA8-9
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	ISA63-64
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	JER8-9
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	JER30-31
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	EZE20-21
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	DAN3-4
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	DAN5-6
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	HOS1-2
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	HOS11-12
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	HOS13-14
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	JOE3-4
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	JON1-2
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	MIC4-5
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	NAH1-2
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	ZEC1-2
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	MAL3-4
Holy-Bible---Hungarian---Hungarian-Karoli	EXO35-36
Holy-Bible---Hungarian---Hungarian-Karoli	NUM12-13
Holy-Bible---Hungarian---Hungarian-Karoli	1SA23-24
Holy-Bible---Hungarian---Hungarian-Karoli	JOB16-17
Holy-Bible---Hungarian---Hungarian-Karoli	JOB36-37
Holy-Bible---Hungarian---Hungarian-Karoli	JOB38-39-40
Holy-Bible---Hungarian---Hungarian-Karoli	PRO11-12
Holy-Bible---Hungarian---Hungarian-Karoli	ECC1-2
Holy-Bible---Hungarian---Hungarian-Karoli	ECC8-9-10
Holy-Bible---Hungarian---Hungarian-Karoli	ECC11-12
Holy-Bible---Hungarian---Hungarian-Karoli	SOL5-6T
Holy-Bible---Hungarian---Hungarian-Karoli	ISA2-3-4
Holy-Bible---Hungarian---Hungarian-Karoli	ISA63-64
Holy-Bible---Hungarian---Hungarian-Karoli	DAN3-4
Holy-Bible---Hungarian---Hungarian-Karoli	HOS1-2F
Holy-Bible---Hungarian---Hungarian-Karoli	HOS13-14
Holy-Bible---Hungarian---Hungarian-Karoli	JON1-2
Holy-Bible---Hungarian---Magyar-Bible	NONE
Holy-Bible---Icelandic---Open-Living-Word	NONE
Holy-Bible---Igbo---Igbo-Bible	NONE
Holy-Bible---Ikizu---Ikizu-Bible	NONE
Holy-Bible---Ilocano---Ilocano-Bible	NONE
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible	NONE
Holy-Bible---Indonesian---Bahasa-Indonesia-Sehari-hari	NONE
Holy-Bible---Indonesian---For-All	NONE
Holy-Bible---Indonesian---New-Indonesian-Translation	NONE
Holy-Bible---Indonesian---Simple	ROM14-16
Holy-Bible---Irish---Odomhnuill-Modern	NONE
Holy-Bible---Isanzu---Isanzu-Bible	NONE
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	GEN31-32
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	EXO7-8
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	EXO21-22
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	LEV5-6
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	NUM16-17
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	NUM29-30
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	DEU12-13
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	DEU22-23
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	DEU28-29
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	1SA23-24
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	2SA18-19
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	1KI4-5
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	2KI11-12
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	1CH5-6
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	2CH1-2
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	2CH13-14
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	NEH3-4
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	NEH9-10
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	JOB40-41
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	ECC4-5
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	SOL6-7
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	ISA8-9
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	ISA63-64
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	JER8-9
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	EZE20-21
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	DAN100
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	HOS1-2
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	HOS11-12
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	HOS13-14
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	JOE3-4
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	JON1-2
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	MIC4-5
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	NAH1-2
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	ZEC1-2
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	MAL3-4
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	EXO35-36
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	NUM12-13
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	1SA23-24
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	JOB38-39-40
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	ECC11-12
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	ISA8-9
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	EZE20-21
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	HOS11-12
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	JON1-2
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	COL3-4
Holy-Bible---Italian---Italian-Riveduta-Bible	NONE
Holy-Bible---Janji---Janji-Bible	NONE
Holy-Bible---Japanese---Japanese-Bungo-yaku	NONE
Holy-Bible---Japanese---Japanese-Electronic-Network-Bible	NONE
Holy-Bible---Japanese---Japanese-Kougo-yaku	NONE
Holy-Bible---Japanese---Japanese-Meiji-yaku	NONE
Holy-Bible---Japanese---Japanese-Raguet-yaku	2TH2
Holy-Bible---Japanese---New-Japanese-New-Testament	NONE
Holy-Bible---Jumjum---Jumjum-Bible	NONE
Holy-Bible---Juray---Juray-Bible	NONE
Holy-Bible---Kamano---Kamano-Kafe	NONE
Holy-Bible---Kannada---Indian-Revised-Version	NONE
Holy-Bible---Kannada---Open-Contemporary	NONE
Holy-Bible---Kannada---Siddi-Bible	NONE
Holy-Bible---Kapin---Kapin-Bible	NONE
Holy-Bible---Kara---Kara-Bible	NONE
Holy-Bible---Kiche---Totonicapan	NONE
Holy-Bible---Kinga---Mahanji-Bible	NONE
Holy-Bible---Kisi---Kisi-Bible	NONE
Holy-Bible---Kituba---Kituba-Bible	GEN31-32
Holy-Bible---Kituba---Kituba-Bible	EXO7-8
Holy-Bible---Kituba---Kituba-Bible	EXO21-22
Holy-Bible---Kituba---Kituba-Bible	LEV5-6
Holy-Bible---Kituba---Kituba-Bible	NUM16-17
Holy-Bible---Kituba---Kituba-Bible	NUM29-30
Holy-Bible---Kituba---Kituba-Bible	DEU12-13
Holy-Bible---Kituba---Kituba-Bible	DEU22-23
Holy-Bible---Kituba---Kituba-Bible	DEU28-29
Holy-Bible---Kituba---Kituba-Bible	1SA20-21
Holy-Bible---Kituba---Kituba-Bible	1SA23-24
Holy-Bible---Kituba---Kituba-Bible	2SA18-19
Holy-Bible---Kituba---Kituba-Bible	1KI4-5
Holy-Bible---Kituba---Kituba-Bible	2KI11-12
Holy-Bible---Kituba---Kituba-Bible	1CH5-6
Holy-Bible---Kituba---Kituba-Bible	2CH1-2
Holy-Bible---Kituba---Kituba-Bible	2CH13-14
Holy-Bible---Kituba---Kituba-Bible	NEH3-4
Holy-Bible---Kituba---Kituba-Bible	NEH7
Holy-Bible---Kituba---Kituba-Bible	NEH9-10
Holy-Bible---Kituba---Kituba-Bible	JOB40-41
Holy-Bible---Kituba---Kituba-Bible	ECC4-5
Holy-Bible---Kituba---Kituba-Bible	SOL6-7
Holy-Bible---Kituba---Kituba-Bible	ISA8-9
Holy-Bible---Kituba---Kituba-Bible	ISA64
Holy-Bible---Kituba---Kituba-Bible	JER8-9
Holy-Bible---Kituba---Kituba-Bible	EZE20-21
Holy-Bible---Kituba---Kituba-Bible	DAN3-4
Holy-Bible---Kituba---Kituba-Bible	DAN5-6
Holy-Bible---Kituba---Kituba-Bible	HOS1-2
Holy-Bible---Kituba---Kituba-Bible	HOS11-12
Holy-Bible---Kituba---Kituba-Bible	HOS13-14
Holy-Bible---Kituba---Kituba-Bible	JON1-2
Holy-Bible---Kituba---Kituba-Bible	MIC4-5
Holy-Bible---Kituba---Kituba-Bible	NAH1-2
Holy-Bible---Kituba---Kituba-Bible	ZEC1-2
Holy-Bible---Kituba---Kituba-Bible	MAL3-4
Holy-Bible---Kizalamo---Zaramo-Kizalamo-Bible	NONE
Holy-Bible---Koda---Koda-Bible	NONE
Holy-Bible---Kolami-Southeastern---Kolami-Bible	NONE
Holy-Bible---Konda-Dora---Konda-Porja-Bible	NONE
Holy-Bible---Korean---Korean-1910	NUM10
Holy-Bible---Korean---Korean-1910	JOS10
Holy-Bible---Korean---Korean-1910	JOS15
Holy-Bible---Korean---Korean-1910	JDG9
Holy-Bible---Korean---Korean-1910	1SA7
Holy-Bible---Korean---Korean-1910	1SA17
Holy-Bible---Korean---Korean-1910	1KI1
Holy-Bible---Korean---Korean-1910	1KI22
Holy-Bible---Korean---Korean-1910	1CH2
Holy-Bible---Korean---Korean-1910	2CH7
Holy-Bible---Korean---Korean-1910	PSA8
Holy-Bible---Korean---Korean-1910	PSA36
Holy-Bible---Korean---Korean-1910	PSA80
Holy-Bible---Korean---Korean-1910	PSA104
Holy-Bible---Korean---Korean-1910	PRO10
Holy-Bible---Korean---Korean-1910	PRO11
Holy-Bible---Korean---Korean-1910	ECC5
Holy-Bible---Korean---Korean-1910	ISA32
Holy-Bible---Korean---Korean-1910	ISA37
Holy-Bible---Korean---Korean-1910	JER1
Holy-Bible---Korean---Korean-1910	JER51
Holy-Bible---Korean---Korean-1910	JER52
Holy-Bible---Korean---Korean-1910	ACT23
Holy-Bible---Korean---Korean-1910	2TI4
Holy-Bible---Korean---Korean-Revised-Version	NONE
Holy-Bible---Korean---Korean-RV	2TI4
Holy-Bible---Kosraean---Kosraean-Bible	NONE
Holy-Bible---Koya---Koya-Bible	NONE
Holy-Bible---Kuhane---Kuhane-Bible	NONE
Holy-Bible---Kurama---Kurama-Akurumi-Bible	NONE
Holy-Bible---Kurdish---Sorani-Bible	NONE
Holy-Bible---Kutu---Kutu-Bible	NONE
Holy-Bible---Kuturmi---Kuturmi-Bible	NONE
Holy-Bible---Kuvi---Kuvi-Bible	NONE
Holy-Bible---Latin---Clementine-Vulgate-1598	GEN49
Holy-Bible---Latin---Clementine-Vulgate-1598	EXO40
Holy-Bible---Latin---Clementine-Vulgate-1598	JOS21
Holy-Bible---Latin---Clementine-Vulgate-1598	SOL1
Holy-Bible---Latin---Clementine-Vulgate-1598	SOL5-6
Holy-Bible---Latin---Clementine-Vulgate-1598	DAN100
Holy-Bible---Latin---Clementine-Vulgate-1598	HAG1-2
Holy-Bible---Latin---Clementine-Vulgate-1598	MAR8-9
Holy-Bible---Latin---Clementine-Vulgate-1598	NUM12-13
Holy-Bible---Latin---Clementine-Vulgate-1598	JOB39-40-41-42
Holy-Bible---Latin---Clementine-Vulgate-1598	PRO2
Holy-Bible---Latin---Clementine-Vulgate-1598	PRO5
Holy-Bible---Latin---Clementine-Vulgate-1598	PSA150
Holy-Bible---Latin---Clementine-Vulgate-Conte	GEN49
Holy-Bible---Latin---Clementine-Vulgate-Conte	EXO40
Holy-Bible---Latin---Clementine-Vulgate-Conte	JOS21
Holy-Bible---Latin---Clementine-Vulgate-Conte	DAN100
Holy-Bible---Latin---Clementine-Vulgate-Conte	HAG1-2
Holy-Bible---Latin---Clementine-Vulgate-Conte	MAR8-9
Holy-Bible---Latin---Clementine-Vulgate-Conte	JOB39-40-41-42
Holy-Bible---Latin---Clementine-Vulgate-Conte	NUM12-13
Holy-Bible---Latin---Clementine-Vulgate-Conte	PRO2
Holy-Bible---Latin---Clementine-Vulgate-Conte	PRO5
Holy-Bible---Latin---Clementine-Vulgate-Conte	PSA150
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	GEN49
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	EXO40
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	JOS21
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	SOL1
