BIBLE	INDEX	BOOK	CHAPTER	VERSE	WORD	STRONGS	UNTRANS	TEXT
Holy-Bible---English---Aionian-Bible	049	EPH	003	011	SWAP		AIONS	according to the purpose of the ages (aiōn g165) which he accomplished in Christ Jesus our Lord.
Holy-Bible---English---Aionian-Bible	049	EPH	003	021	SWAP		AIONS	to him be the glory in the assembly and in Christ Jesus to all generations for the age (aiōn g165) of the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	049	EPH	006	012	SWAP		AIONS	For our wrestling is not against flesh and blood, but against the principalities, against the powers, against the world’s rulers of this darkness, and against the spiritual forces of wickedness in the heavenly places.
Holy-Bible---English---Aionian-Bible	050	PHI	004	020	SWAP		AIONS	Now to our God and Father be the glory for the ages (aiōn g165) of the ages (aiōn g165)!  Amen.
Holy-Bible---English---Aionian-Bible	051	COL	001	026	SWAP		AIONS	the mystery which has been hidden for ages (aiōn g165) and generations.  But now it has been revealed to his saints,
Holy-Bible---English---Aionian-Bible	053	2TH	001	009	SWAP		AIONIAN	who will pay the penalty: consummate (aiōnios g166) destruction at the face of the Lord and at the glory of his might,
Holy-Bible---English---Aionian-Bible	053	2TH	002	016	SWAP		AIONIAN	Now our Lord Jesus Christ himself, and God our Father, who loved us and gave us consummate (aiōnios g166) comfort and good hope through grace,
Holy-Bible---English---Aionian-Bible	054	1TI	001	016	SWAP		AIONIAN	However, for this cause I obtained mercy, that in me first, Jesus Christ might display all his patience for an example of those who were going to believe in him for consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	054	1TI	001	017	SWAP		AIONS	Now to the King of the ages (aiōn g165), immortal, invisible, to God who alone is wise, be honor and glory for the ages (aiōn g165) of the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	054	1TI	006	012	SWAP		AIONIAN	Fight the good fight of faith.  Take hold of the consummate (aiōnios g166) life to which you were called, and you confessed the good confession in the sight of many witnesses.
Holy-Bible---English---Aionian-Bible	054	1TI	006	016	SWAP		AIONIAN	He alone has immortality, dwelling in unapproachable light, whom no man has seen nor can see, to whom be honor and consummate (aiōnios g166) power.  Amen.
Holy-Bible---English---Aionian-Bible	054	1TI	006	017	SWAP		AIONS	Charge those who are rich in this present age (aiōn g165) that they not be arrogant, nor have their hope set on the uncertainty of riches, but on the living God, who richly provides us with everything to enjoy;
Holy-Bible---English---Aionian-Bible	054	1TI	006	019	SWAP		AIONIAN	laying up in store for themselves a good foundation against the time to come, that they may lay hold of the true life.
Holy-Bible---English---Aionian-Bible	055	2TI	001	009	SWAP		AIONIAN	who saved us and called us with a holy calling, not according to our works, but according to his own purpose and grace, which was given to us in Christ Jesus before the times of the ages (aiōnios g166),
Holy-Bible---English---Aionian-Bible	055	2TI	002	010	SWAP		AIONIAN	Therefore I endure all things for the chosen ones’ sake, that they also may obtain the salvation which is in Christ Jesus with consummate (aiōnios g166) glory.
Holy-Bible---English---Aionian-Bible	055	2TI	004	010	SWAP		AIONS	for Demas left me, having loved this present age (aiōn g165), and went to Thessalonica; Crescens to Galatia; and Titus to Dalmatia.
Holy-Bible---English---Aionian-Bible	055	2TI	004	018	SWAP		AIONS	And the Lord will deliver me from every evil work and will preserve me for his heavenly Kingdom.  To him be the glory for the ages (aiōn g165) of the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	056	TIT	001	002	SWAP		AIONIAN	in hope of the consummate (aiōnios g166) life, which God, who cannnot lie, promised before time began;
Holy-Bible---English---Aionian-Bible	056	TIT	002	012	SWAP		AIONS	instructing us to the intent that, denying ungodliness and worldly lusts, we would live soberly, righteously, and godly in this present age (aiōn g165);
Holy-Bible---English---Aionian-Bible	056	TIT	003	007	SWAP		AIONIAN	that being justified by his grace, we might be made heirs according to the hope of the consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	057	PHM	001	015	SWAP		AIONIAN	For perhaps he was therefore separated from you briefly, that you would now have him wholly (aiōnios g166),
Holy-Bible---English---Aionian-Bible	058	HEB	001	002	SWAP		AIONS	has at the end of these days spoken to us by his Son, whom he appointed heir of all things, through whom also he made the ages (aiōn g165).
Holy-Bible---English---Aionian-Bible	058	HEB	001	008	SWAP		AIONS	But of the Son he says, “Your throne, O God, is for the age (aiōn g165) of the ages (aiōn g165).  The scepter of uprightness is the scepter of your Kingdom.
Holy-Bible---English---Aionian-Bible	058	HEB	005	006	SWAP		AIONS	As he says also in another place, “You are a priest for the age (aiōn g165), after the order of Melchizedek.”
Holy-Bible---English---Aionian-Bible	058	HEB	005	009	SWAP		AIONIAN	Having been made perfect, he became to all of those who obey him the author of consummate (aiōnios g166) salvation,
Holy-Bible---English---Aionian-Bible	058	HEB	006	002	SWAP		AIONIAN	of the teaching of baptisms, of laying on of hands, of resurrection of the dead, and of consummate (aiōnios g166) judgment.
Holy-Bible---English---Aionian-Bible	058	HEB	006	005	SWAP		AIONS	and tasted the good word of God and the powers of the age (aiōn g165) to come,
Holy-Bible---English---Aionian-Bible	058	HEB	006	020	SWAP		AIONS	where as a forerunner Jesus entered for us, having become a high priest for the age (aiōn g165) after the order of Melchizedek.
Holy-Bible---English---Aionian-Bible	058	HEB	007	017	SWAP		AIONS	for it is testified, “You are a priest for the age (aiōn g165), according to the order of Melchizedek.”
Holy-Bible---English---Aionian-Bible	058	HEB	007	021	SWAP		AIONS	(for they indeed have been made priests without an oath), but he with an oath by him that says of him, “The Lord swore and will not change his mind, ‘You are a priest for the age (aiōn g165), according to the order of Melchizedek.’”
Holy-Bible---English---Aionian-Bible	058	HEB	007	024	SWAP		AIONS	But he, because he lives for the age (aiōn g165), has his priesthood unchangeable.
Holy-Bible---English---Aionian-Bible	058	HEB	007	028	SWAP		AIONS	For the law appoints men as high priests who have weakness, but the word of the oath which came after the law appoints a Son for the age (aiōn g165) who has been perfected.
Holy-Bible---English---Aionian-Bible	058	HEB	009	012	SWAP		AIONIAN	nor yet through the blood of goats and calves, but through his own blood, entered in once for all into the Holy Place, having obtained consummate (aiōnios g166) redemption.
Holy-Bible---English---Aionian-Bible	058	HEB	009	014	SWAP		AIONIAN	how much more will the blood of Christ, who through the consummate (aiōnios g166) Spirit offered himself without defect to God, cleanse your conscience from dead works to serve the living God?
Holy-Bible---English---Aionian-Bible	058	HEB	009	015	SWAP		AIONIAN	For this reason he is the mediator of a new covenant, since a death has occurred for the redemption of the transgressions that were under the first covenant, that those who have been called may receive the promise of the consummate (aiōnios g166) inheritance.
Holy-Bible---English---Aionian-Bible	058	HEB	009	026	SWAP		AIONS	or else he must have suffered often since the foundation of the world.  But now once at the consummation of the ages (aiōn g165), he has been revealed to put away sin by the sacrifice of himself.
Holy-Bible---English---Aionian-Bible	058	HEB	011	003	SWAP		AIONS	By faith, we understand that the ages (aiōn g165) have been aligned by the word of God, so that what is seen has not been made out of things which are visible.
Holy-Bible---English---Aionian-Bible	058	HEB	013	008	SWAP		AIONS	Jesus Christ is the same yesterday, today, and for the ages (aiōn g165).
Holy-Bible---English---Aionian-Bible	058	HEB	013	020	SWAP		AIONIAN	Now may the God of peace, who brought again from the dead the great Shepherd of the sheep with the blood of the consummate (aiōnios g166) covenant, our Lord Jesus,
Holy-Bible---English---Aionian-Bible	058	HEB	013	021	SWAP		AIONS	align you in every good thing so as to do his will, doing in us that which is wellpleasing before him, through Jesus Christ, to whom be the glory for the ages (aiōn g165) of the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	059	JAM	003	006	SWAP		GEHENNA	And the tongue is a fire.  The world of iniquity among our members is the tongue, which defiles the whole body, and sets on fire the course of nature, and is set on fire by Gehenna (Geenna g1067).
Holy-Bible---English---Aionian-Bible	060	1PE	001	023	SWAP		AIONS	having been born again, not of corruptible seed, but of incorruptible, through the living and remaining word of God.
Holy-Bible---English---Aionian-Bible	060	1PE	001	025	SWAP		AIONS	but the Lord’s word endures for the age (aiōn g165).”  This is the word of Good News which was preached to you.
Holy-Bible---English---Aionian-Bible	060	1PE	004	011	SWAP		AIONS	If anyone speaks, let it be as it were the very words of God.  If anyone serves, let it be as of the strength which God supplies, that in all things God may be glorified through Jesus Christ, to whom belong the glory and the dominion for the ages (aiōn g165) of the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	060	1PE	005	010	SWAP		AIONIAN	But may the God of all grace, who called you to his consummate (aiōnios g166) glory by Christ Jesus, after you have suffered a little while, perfect, establish, strengthen, and settle you.
Holy-Bible---English---Aionian-Bible	060	1PE	005	011	SWAP		AIONS	To him be the power for the ages (aiōn g165) of the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	061	2PE	001	011	SWAP		AIONIAN	For thus you will be richly supplied with the entrance into the consummate (aiōnios g166) Kingdom of our Lord and Savior, Jesus Christ.
Holy-Bible---English---Aionian-Bible	061	2PE	002	004	SWAP		TARTARUS	For if God did not spare angels when they sinned, but cast them down to Tartarus (Tartaroō g5020), and committed them to pits of darkness to be reserved for judgment;
Holy-Bible---English---Aionian-Bible	061	2PE	002	017	SWAP		AIONS	These are wells without water, clouds driven by a storm; for whom the blackness of darkness has been reserved.
Holy-Bible---English---Aionian-Bible	061	2PE	003	018	SWAP		AIONS	But grow in the grace and knowledge of our Lord and Savior Jesus Christ.  To him be the glory both now and in the day of that age (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	062	1JO	001	002	SWAP		AIONIAN	(and the life was revealed, and we have seen, and testify, and declare to you the consummmate (aiōnios g166) life, which was with the Father, and was revealed to us);
Holy-Bible---English---Aionian-Bible	062	1JO	002	017	SWAP		AIONS	The world is passing away with its lusts, but he who does God’s will remains for the age (aiōn g165).
Holy-Bible---English---Aionian-Bible	062	1JO	002	025	SWAP		AIONIAN	This is the promise which he promised us, the consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	062	1JO	003	015	SWAP		AIONIAN	Whoever hates his brother is a murderer, and you know that no murderer has consummate (aiōnios g166) life remaining in him.
Holy-Bible---English---Aionian-Bible	062	1JO	005	011	SWAP		AIONIAN	The testimony is this, that God gave to us consummate (aiōnios g166) life, and this life is in his Son.
Holy-Bible---English---Aionian-Bible	062	1JO	005	013	SWAP		AIONIAN	These things I have written to you who believe in the name of the Son of God, that you may know that you have consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	062	1JO	005	020	SWAP		AIONIAN	We know that the Son of God has come, and has given us an understanding, that we know the true one, and we are in the true one, in his Son, Jesus Christ.  This is the true God and consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	063	2JO	001	002	SWAP		AIONS	for the truth’s sake, which remains in us, and it will be with us for the age (aiōn g165):
Holy-Bible---English---Aionian-Bible	065	JUD	001	006	SWAP		AIDIOS	Angels who did not keep their first domain, but deserted their own dwelling place, he has kept in everlasting (aïdios g126) bonds under darkness for the judgment of the great day.
Holy-Bible---English---Aionian-Bible	065	JUD	001	007	SWAP		AIONIAN	Even as Sodom and Gomorrah and the cities around them, having in the same way as these given themselves over to sexual immorality and gone after strange flesh, are shown as an example, suffering the punishment of consummate (aiōnios g166) fire.
Holy-Bible---English---Aionian-Bible	065	JUD	001	013	SWAP		AIONS	wild waves of the sea, foaming out their own shame; wandering stars, for whom the blackness of darkness has been reserved for an age (aiōn g165).
Holy-Bible---English---Aionian-Bible	065	JUD	001	021	SWAP		AIONIAN	Keep yourselves in God’s love, looking for the mercy of our Lord Jesus Christ to consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	065	JUD	001	022	SWAP			And some pity who are wavering,
Holy-Bible---English---Aionian-Bible	065	JUD	001	025	SWAP		AIONS	to God our Savior, who alone is wise, be glory and majesty, dominion and power, before every age (aiōn g165), and now, and for all the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	066	REV	001	006	SWAP		AIONS	and he made us to be a Kingdom, priests to his God and Father—to him be the glory and the dominion for the ages (aiōn g165) of the ages (aiōn g165).  Amen.
Holy-Bible---English---Aionian-Bible	066	REV	001	018	SWAP		AIONS,HADES	and the Living one.  I was dead, and behold, I am alive for the ages (aiōn g165) of the ages (aiōn g165).  Amen.  I have the keys of Death and of Hades (Hadēs g86).
Holy-Bible---English---Aionian-Bible	066	REV	004	009	SWAP		AIONS	When the living creatures give glory, honor, and thanks to him who sits on the throne, to him who lives for the ages (aiōn g165) of the ages (aiōn g165),
Holy-Bible---English---Aionian-Bible	066	REV	004	010	SWAP		AIONS	the twenty-four elders fall down before him who sits on the throne, and worship him who lives for the ages (aiōn g165) of the ages (aiōn g165), and throw their crowns before the throne, saying,
Holy-Bible---English---Aionian-Bible	066	REV	005	013	SWAP		AIONS	I heard every created thing which is in heaven, on the earth, under the earth, on the sea, and everything in them, saying, “To him who sits on the throne, and to the Lamb be the blessing, the honor, the glory, and the dominion, for the ages (aiōn g165) of the ages (aiōn g165)!  Amen!”
Holy-Bible---English---Aionian-Bible	066	REV	005	014	SWAP		AIONS	The four living creatures said, “Amen!”  Then the elders fell down and worshiped.
Holy-Bible---English---Aionian-Bible	066	REV	006	008	SWAP		HADES	And behold, a pale horse, and the name of he who sat on it was Death.  Hades (Hadēs g86) followed with him.  Authority over one fourth of the earth, to kill with the sword, with famine, with death, and by the wild animals of the earth was given to him.
Holy-Bible---English---Aionian-Bible	066	REV	007	012	SWAP		AIONS	saying, “Amen!  Blessing, glory, wisdom, thanksgiving, honor, power, and might, be to our God for the ages (aiōn g165) of the ages (aiōn g165)!  Amen.”
Holy-Bible---English---Aionian-Bible	066	REV	009	001	SWAP		ABYSS	The fifth angel sounded, and I saw a star from the sky which had fallen to the earth.  The key to the pit of the Abyss (Abyssos g12) was given to him.
Holy-Bible---English---Aionian-Bible	066	REV	009	002	SWAP		ABYSS	He opened the pit of the Abyss (Abyssos g12), and smoke went up out of the pit, like the smoke from a burning furnace.  The sun and the air were darkened because of the smoke from the pit.
Holy-Bible---English---Aionian-Bible	066	REV	009	011	SWAP		ABYSS	They have over them as king the angel of the Abyss (Abyssos g12).  His name in Hebrew is “Abaddon”, and in Greek, he has the name “Apollyon”.
Holy-Bible---English---Aionian-Bible	066	REV	010	006	SWAP		AIONS	and swore by him who lives for the ages (aiōn g165) of the ages (aiōn g165), who created heaven and the things that are in it, the earth and the things that are in it, and the sea and the things that are in it, that there will no longer be delay,
Holy-Bible---English---Aionian-Bible	066	REV	011	007	SWAP		ABYSS	When they have finished their testimony, the beast that comes up out of the Abyss (Abyssos g12) will make war with them, and overcome them, and kill them.
Holy-Bible---English---Aionian-Bible	066	REV	011	015	SWAP		AIONS	The seventh angel sounded, and great voices in heaven followed, saying, “The kingdom of the world has become the Kingdom of our Lord, and of his Christ.  He will reign for the ages (aiōn g165) of the ages (aiōn g165)!”
Holy-Bible---English---Aionian-Bible	066	REV	014	006	SWAP		AIONIAN	I saw an angel flying in mid heaven, having the consummate (aiōnios g166) Good News to proclaim to those who dwell on the earth—to every nation, tribe, language, and people.
Holy-Bible---English---Aionian-Bible	066	REV	014	011	SWAP		AIONS	The smoke of their torment goes up for ages (aiōn g165) of ages (aiōn g165).  They have no rest day and night, those who worship the beast and his image, and whoever receives the mark of his name.
Holy-Bible---English---Aionian-Bible	066	REV	015	007	SWAP		AIONS	One of the four living creatures gave to the seven angels seven golden bowls full of the wrath of God, who lives for the ages (aiōn g165) of the ages (aiōn g165).
Holy-Bible---English---Aionian-Bible	066	REV	017	008	SWAP		ABYSS	The beast that you saw was, and is not; and is about to come up out of the Abyss (Abyssos g12) and to go into destruction.  Those who dwell on the earth and whose names have not been written in the book of life from the foundation of the world will marvel when they see that the beast was, and is not, and shall be present.
Holy-Bible---English---Aionian-Bible	066	REV	019	003	SWAP		AIONS	A second said, “Hallelujah!  Her smoke goes up for the ages (aiōn g165) of the ages (aiōn g165).”
Holy-Bible---English---Aionian-Bible	066	REV	019	020	SWAP		LOF	The beast was taken, and with him the false prophet who worked the signs in his sight, with which he deceived those who had received the mark of the beast and those who worshiped his image.  These two were thrown alive into the Lake of Fire (Limnē Pyr g3041 g4442) that burns with sulfur.
Holy-Bible---English---Aionian-Bible	066	REV	020	001	SWAP		ABYSS	I saw an angel coming down out of heaven, having the key of the Abyss (Abyssos g12) and a great chain in his hand.
Holy-Bible---English---Aionian-Bible	066	REV	020	003	SWAP		ABYSS	and cast him into the Abyss (Abyssos g12), and shut it and sealed it over him, that he should deceive the nations no more until the thousand years were finished.  After this, he must be freed for a short time.
Holy-Bible---English---Aionian-Bible	066	REV	020	010	SWAP		AIONS,LOF	The devil who deceived them was thrown into the Lake of Fire (Limnē Pyr g3041 g4442) and sulfur, where the beast and the false prophet are also.  They will be tormented day and night for the ages (aiōn g165) of the ages (aiōn g165).
Holy-Bible---English---Aionian-Bible	066	REV	020	013	SWAP		HADES	The sea gave up the dead who were in it.  Death and Hades (Hadēs g86) gave up the dead who were in them.  They were judged, each one according to his works.
Holy-Bible---English---Aionian-Bible	066	REV	020	014	SWAP		HADES,LOF	Death and Hades (Hadēs g86) were thrown into the Lake of Fire.  This is the second death, the Lake of Fire (Limnē Pyr g3041 g4442).
Holy-Bible---English---Aionian-Bible	066	REV	020	015	SWAP		LOF	If anyone was not found written in the Book of Life, he was cast into the Lake of Fire (Limnē Pyr g3041 g4442).
Holy-Bible---English---Aionian-Bible	066	REV	021	008	SWAP		LOF	But for the cowardly, unbelieving, sinners, abominable, murderers, sexually immoral, sorcerers, idolaters, and all liars, their part is in the lake that burns with fire (Limnē Pyr g3041 g4442) and sulfur, which is the second death.”
Holy-Bible---English---Aionian-Bible	066	REV	022	005	SWAP		AIONS	There will be no night, and they need no lamp light or sun light; for the Lord God will illuminate them.  They will reign for the ages (aiōn g165) of the ages (aiōn g165).
Holy-Bible---English---Aionian-Bible								NULL
Holy-Bible---English---American-Standard-Version-1901								NULL
Holy-Bible---English---Anderson-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---English---Anderson-Bible								NULL
Holy-Bible---English---Berean-Standard								NULL
Holy-Bible---English---Bible-in-Basic-English	061	2PE	002	017	NOTE			questioned
Holy-Bible---English---Bible-in-Basic-English								NULL
Holy-Bible---English---Brenton-English-Septuagint	006	JOS	021	042	SWAP			and their suburbs round about these cities: a city and the suburbs round about the city to all these cities.
Holy-Bible---English---Brenton-English-Septuagint	006	JOS	024	030	SWAP			And they buried him by the borders of his inheritance in Thamnasarach in the mount of Ephraim, northward of the mount of Galaad.
Holy-Bible---English---Brenton-English-Septuagint	006	JOS	024	033	SWAP			And it came to pass afterwards that Eleazar the high-priest the son of Aaron died, and was buried in Gabaar of Phinees his son, which he gave him in mount Ephraim.
Holy-Bible---English---Brenton-English-Septuagint	009	1SA	002	010	SWAP			The adversaries of the LORD shall be broken to pieces; out of heaven shall he thunder upon them: the LORD shall judge the ends of the earth; and he shall give strength unto his king, and exalt the horn of his anointed.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	003	001	SWAP			And the wisdom of Solomon abounded exceedingly beyond the wisdom of all the ancients, and beyond all the wise men of Egypt: and he took the daughter of Pharao, and brought her into the city of David, until he had finished building his own house, and the house of the Lord first, and the wall of Jerusalem round about.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	004	034	SWAP			And all the nations came to hear the wisdom of Solomon, and [ambassadors] from all the kings of the earth, as many as heard of his wisdom.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	006	001	SWAP			And it came to pass in the four hundred and eightieth year after the children of Israel were come out of the land of Egypt, in the fourth year of Solomon’s reign over Israel, in the month Zif, which [is] the second month, that he began to build the house of the LORD.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	007	051	SWAP			So the work of the house of the Lord which Solomon wrought was finished; and Solomon brought in the holy things of David his father, and all the holy things of Solomon; he put the silver, and the gold, and the furniture, into the treasures of the house of the Lord.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	008	053	SWAP			Because thou hast set them apart for an inheritance to thyself out of all the nations of the earth, as thou spokest by the hand of thy servant Moses, when thou broughtest our fathers out of the land of Egypt, O Lord God.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	010	022	SWAP			For Solomon had a ship of Tharsis in the sea with the ships of Chiram: one ship came to the king every three years out of Tharsis, [laden with] gold and silver, and wrought stones, and hewn stones.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	011	043	SWAP			And Solomon slept with his fathers, and they buried him in the city of David his father, and Roboam his son reigned in his stead.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	012	024	SWAP			Thus saith the Lord, Ye shall not go up, neither shall ye fight with your brethren the sons of Israel: return each man to his own home; for this thing is from me; and they hearkened to the word of the Lord, and they ceased from going up, according to the word of the Lord.
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	016	028	SWAP			And Ambri slept with his fathers, and is buried in Samaria; and Achaab his son reigns in his stead.
Holy-Bible---English---Brenton-English-Septuagint	012	2KI	001	018	SWAP			And the rest of the acts of Ochozias which he did, behold, [are] they not written in the book of the chronicles of the kings of Israel?
Holy-Bible---English---Brenton-English-Septuagint	014	2CH	035	019	SWAP			In the eighteenth year of the reign of Josias this passover was kept, after all these things that Josias did in the house.
Holy-Bible---English---Brenton-English-Septuagint	014	2CH	036	005	SWAP			Joachim was twenty-five years old when he began to reign, and he reigned eleven years in Jerusalem: and he did that which was evil in the sight of the Lord.
Holy-Bible---English---Brenton-English-Septuagint	017	EST	001	001	SWAP			And it came to pass after these things in the days of Artaxerxes, —(this Artaxerxes ruled over a hundred and twenty-seven provinces from India)—
Holy-Bible---English---Brenton-English-Septuagint	017	EST	003	013	SWAP			And [the message] was sent by posts throughout the kingdom of Artaxerxes, to destroy utterly the race of the Jews on the first day of the twelfth month, which is Adar, and to plunder their goods.
Holy-Bible---English---Brenton-English-Septuagint	017	EST	004	008	SWAP			Also he gave him the copy of the writing of the decree that was given at Shushan to destroy them, to shew [it] unto Esther, and to declare [it] unto her, and to charge her that she should go in unto the king, to make supplication unto him, and to make request before him for her people.
Holy-Bible---English---Brenton-English-Septuagint	017	EST	004	017	SWAP			So Mardochaeus went and did all that Esther commanded him.
Holy-Bible---English---Brenton-English-Septuagint	017	EST	005	001	SWAP			Now it came to pass on the third day, that Esther put on [her] royal [apparel], and stood in the inner court of the king’s house, over against the king’s house: and the king sat upon his royal throne in the royal house, over against the gate of the house.
Holy-Bible---English---Brenton-English-Septuagint	017	EST	005	002	SWAP			And it was so, when the king saw Esther the queen standing in the court, [that] she obtained favour in his sight: and the king held out to Esther the golden sceptre that [was] in his hand. So Esther drew near, and touched the top of the sceptre.
Holy-Bible---English---Brenton-English-Septuagint	017	EST	008	013	SWAP			And let the copies be posted in conspicuous places throughout the kingdom, and let all the Jews be ready against this day, to fight against their enemies.
Holy-Bible---English---Brenton-English-Septuagint	017	EST	010	003	SWAP			And Mardochaeus was viceroy to king Artaxerxes, and was a great man in the kingdom, and honoured by the Jews, and passed his life beloved of all his nation.
Holy-Bible---English---Brenton-English-Septuagint	018	JOB	002	009	SWAP			Then said his wife unto him, Dost thou still retain thine integrity? curse God, and die.
Holy-Bible---English---Brenton-English-Septuagint	020	PRO	004	027	SWAP			Turn not aside to the right hand nor to the left, but turn away thy foot from an evil way.
Holy-Bible---English---Brenton-English-Septuagint	020	PRO	024	022	SWAP			For they will suddenly punish the ungodly, and who can know the vengeance [inflicted] by both?
Holy-Bible---English---Brenton-English-Septuagint	061	2PE	002	017	NOTE			questioned
Holy-Bible---English---Brenton-English-Septuagint								NULL
Holy-Bible---English---British-English-Septuagint-2012	006	JOS	021	042	SWAP			and their suburbs round about these cities: a city and the suburbs round about the city to all these cities.
Holy-Bible---English---British-English-Septuagint-2012	006	JOS	024	030	SWAP			And they buried him by the borders of his inheritance in Thamnasarach in the mount of Ephraim, northward of the mount of Galaad.
Holy-Bible---English---British-English-Septuagint-2012	006	JOS	024	033	SWAP			And it came to pass afterwards that Eleazar the high-priest the son of Aaron died, and was buried in Gabaar of Phinees his son, which he gave him in mount Ephraim.
Holy-Bible---English---British-English-Septuagint-2012	009	1SA	002	010	SWAP			The adversaries of the LORD shall be broken to pieces; out of heaven shall he thunder upon them: the LORD shall judge the ends of the earth; and he shall give strength unto his king, and exalt the horn of his anointed.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	003	001	SWAP			And the wisdom of Solomon abounded exceedingly beyond the wisdom of all the ancients, and beyond all the wise men of Egypt: and he took the daughter of Pharao, and brought her into the city of David, until he had finished building his own house, and the house of the Lord first, and the wall of Jerusalem round about.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	004	034	SWAP			And all the nations came to hear the wisdom of Solomon, and [ambassadors] from all the kings of the earth, as many as heard of his wisdom.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	006	001	SWAP			And it came to pass in the four hundred and eightieth year after the children of Israel were come out of the land of Egypt, in the fourth year of Solomon’s reign over Israel, in the month Zif, which [is] the second month, that he began to build the house of the LORD.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	007	051	SWAP			So the work of the house of the Lord which Solomon wrought was finished; and Solomon brought in the holy things of David his father, and all the holy things of Solomon; he put the silver, and the gold, and the furniture, into the treasures of the house of the Lord.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	008	053	SWAP			Because you have set them apart for an inheritance to yourself out of all the nations of the earth, as you spoke by the hand of your servant Moses, when you brought our fathers out of the land of Egypt, O Lord God.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	010	022	SWAP			For Solomon had a ship of Tharsis in the sea with the ships of Chiram: one ship came to the king every three years out of Tharsis, [laden with] gold and silver, and wrought stones, and hewn stones.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	011	043	SWAP			And Solomon slept with his fathers, and they buried him in the city of David his father, and Roboam his son reigned in his stead.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	012	024	SWAP			Thus says the Lord, You shall not go up, neither shall you fight with your brethren the sons of Israel: return each man to his own home; for this thing is from me; and they listened to the word of the Lord, and they ceased from going up, according to the word of the Lord.
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	016	028	SWAP			And Ambri slept with his fathers, and is buried in Samaria; and Achaab his son reigns in his stead.
Holy-Bible---English---British-English-Septuagint-2012	012	2KI	001	018	SWAP			And the rest of the acts of Ochozias which he did, behold, [are] they not written in the book of the chronicles of the kings of Israel?
Holy-Bible---English---British-English-Septuagint-2012	014	2CH	035	019	SWAP			In the eighteenth year of the reign of Josias this passover was kept, after all these things that Josias did in the house.
Holy-Bible---English---British-English-Septuagint-2012	014	2CH	036	005	SWAP			Joachim was twenty-five years old when he began to reign, and he reigned eleven years in Jerusalem: and he did that which was evil in the sight of the Lord.
Holy-Bible---English---British-English-Septuagint-2012	017	EST	001	001	SWAP			And it came to pass after these things in the days of Artaxerxes, —(this Artaxerxes ruled over a hundred and twenty-seven provinces from India)—
Holy-Bible---English---British-English-Septuagint-2012	017	EST	003	013	SWAP			And [the message] was sent by posts throughout the kingdom of Artaxerxes, to destroy utterly the race of the Jews on the first day of the twelfth month, which is Adar, and to plunder their goods.
Holy-Bible---English---British-English-Septuagint-2012	017	EST	004	008	SWAP			Also he gave him the copy of the writing of the decree that was given at Shushan to destroy them, to shew [it] unto Esther, and to declare [it] unto her, and to charge her that she should go in unto the king, to make supplication unto him, and to make request before him for her people.
Holy-Bible---English---British-English-Septuagint-2012	017	EST	004	017	SWAP			So Mardochaeus went and did all that Esther commanded him.
Holy-Bible---English---British-English-Septuagint-2012	017	EST	005	001	SWAP			Now it came to pass on the third day, that Esther put on [her] royal [apparel], and stood in the inner court of the king’s house, over against the king’s house: and the king sat upon his royal throne in the royal house, over against the gate of the house.
