BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---Portuguese---Biblia-Livre	0	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade,perpétuo,sempre,séculos,século,tempos antigos,sua geração,antiguidade,desde o princípio,todas,verdadeira vida,mundo,mundos,era,tempo,universo	inferno	inferno	Xeol	inferno	Xeol,hades	inferno	abismo,abismos	lago de fogo,lago ardente de fogo,lago que queima com fogo	NULL
Holy-Bible---Portuguese---Free-for-All	0	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade,perpétuo,sempre,séculos,século,tempos antigos,sua geração,antiguidade,desde o princípio,todas,verdadeira vida,mundo,mundos,era,tempo,universo	inferno	inferno	Xeol	inferno	Xeol,hades	inferno	abismo,abismos	lago de fogo,lago ardente de fogo,lago que queima com fogo	NULL
Holy-Bible---Portuguese---New-Open-Access	0	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade,perpétuo,sempre,séculos,século,tempos antigos,sua geração,antiguidade,desde o princípio,todas,verdadeira vida,mundo,mundos,era,tempo,universo	inferno	inferno	Xeol	inferno	Xeol,hades	inferno	abismo,abismos	lago de fogo,lago ardente de fogo,lago que queima com fogo	NULL
Holy-Bible---Portuguese---Open-New-Bible	0											NULL
Holy-Bible---Portuguese---Portuguese-Trans-Trans	0		eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade,perpétuo,sempre,séculos,século,tempos antigos,sua geração,antiguidade,desde o princípio,todas,verdadeira vida,mundo,mundos,era,tempo,universo	inferno	inferno	Xeol	inferno	Xeol,hades	inferno	abismo,abismos	lago de fogo,lago ardente de fogo,lago que queima com fogo	NULL
Holy-Bible---Portuguese---World-Portuguese-Bible	0	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade,perpétuo,sempre,séculos,século,tempos antigos,sua geração,antiguidade,desde o princípio,todas,verdadeira vida,mundo,mundos,era,tempo,universo	inferno	inferno	Xeol	inferno	Xeol,hades	inferno	abismo,abismos	lago de fogo,lago ardente de fogo,lago que queima com fogo	NULL
Holy-Bible---Potawatomi---Potawatomi-Bible	0											NULL
Holy-Bible---Powari---Powari-Bible	0											NULL
Holy-Bible---Rakhine---Rakhine-Bible	0											NULL
Holy-Bible---Rangi---Rangi-Bible	0											NULL
Holy-Bible---Reli---Reli-Bible	0											NULL
Holy-Bible---Rohingya---Kitabul-Mukaddos-Bible	0											NULL
Holy-Bible---Rohingya---Rohingya-Bible	0											NULL
Holy-Bible---Romanian---Bayash-Luke	0			pakao								NULL
Holy-Bible---Romanian---BTF-Bible	0											NULL
Holy-Bible---Romanian---Cyrillic	0											NULL
Holy-Bible---Romanian---Free-Bible	0											NULL
Holy-Bible---Romanian---Ludari-Luke	0											NULL
Holy-Bible---Romani---Balkans-Arli-Bible	0											NULL
Holy-Bible---Romani---Eastern-Vlakh	0											NULL
Holy-Bible---Romani-Vlax---Arli-Luke	0											NULL
Holy-Bible---Romani-Vlax---Chergash-Luke	0											NULL
Holy-Bible---Romani-Vlax---Gurbet-Luke	0											NULL
Holy-Bible---Romani-Vlax---Lovaric-Bible	0											NULL
Holy-Bible---Romani-Vlax---Servi-Bible	0											NULL
Holy-Bible---Rote-Dela---Rote-Dela-Bible	0											NULL
Holy-Bible---Russian---Russian-Synodal-Translation	0		вечную,века,вечный,веке,веки,вечные,мира,вовек,вечной,вечно,вечная,вечности	аде,ада,адского,преисподнюю,геенне,геенны,геенну,адского,преисподней,преисподняя,преисподнею	аде,ада,адского,преисподнюю,во гроб,геенны,геенну,адского,в озеро огненное,бездну,преисподней,преисподняя,преисподнею	аде,ада,адского,преисподнюю,во гроб,преисподней,преисподняя,преисподнею	аде,ада,адского,геенны,геенну,геенне	аде,ада,адского,преисподней,преисподняя,преисподнею	аде,ада,адского	бездну	в озеро огненное	NULL
Holy-Bible---Saafi-Saafi---Saafi-Saafi-Bible	0											NULL
Holy-Bible---Safwa---Safwa-Bible	0											NULL
Holy-Bible---Sakachep---Sakachep-Bible	0											NULL
Holy-Bible---Sanga---Sanga-Bible	0											NULL
Holy-Bible---Sankaran-Maninka---Alla-la-Kitabu-Seniman	0											NULL
Holy-Bible---Sanskrit---Assamese-Script	0											NULL
Holy-Bible---Sanskrit---Bengali-Script	0											NULL
Holy-Bible---Sanskrit---Burmese-Script	0											NULL
Holy-Bible---Sanskrit---Cologne-Script	0											NULL
Holy-Bible---Sanskrit---Devanagari-Script	0											NULL
Holy-Bible---Sanskrit---Gujarati-Script	0											NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	0											NULL
Holy-Bible---Sanskrit---IAST-Script	0											NULL
Holy-Bible---Sanskrit---ISO-Script	0											NULL
Holy-Bible---Sanskrit---ITRANS-Script	0											NULL
Holy-Bible---Sanskrit---Kannada-Script	0											NULL
Holy-Bible---Sanskrit---Khmer-Script	0											NULL
Holy-Bible---Sanskrit---Malayalam-Script	0											NULL
Holy-Bible---Sanskrit---Oriya-Script	0											NULL
Holy-Bible---Sanskrit---Punjabi-Script	0											NULL
Holy-Bible---Sanskrit---Sinhala-Script	0											NULL
Holy-Bible---Sanskrit---Tamil-Script	0											NULL
Holy-Bible---Sanskrit---Telugu-Script	0											NULL
Holy-Bible---Sanskrit---Thai-Script	0											NULL
Holy-Bible---Sanskrit---Tibetan-Script	0											NULL
Holy-Bible---Sanskrit---Urdu-Script	0											NULL
Holy-Bible---Sanskrit---Velthuis-Script	0											NULL
Holy-Bible---Sari---Sari-Bible	0											NULL
Holy-Bible---Satawalese---Satawalese-Bible	0											NULL
Holy-Bible---Scots-Gaelic---Scots-Gaelic-Gospel-Mark	0			iutharna								NULL
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	0			paklenoga,pakla,pakao,paklu,paklene,paklenih,paklenijeh,pakleni,paklena,paklenijem,pakle								NULL
Holy-Bible---Serbian---Serbian-Ekavski-Bible	0			пакао,паклу,пакленим,пакла,паклена,пакле								NULL
Holy-Bible---Serbian---Serbian-ONSP-Cyrillic	0			пакао,паклу,пакленим,пакла,паклена,пакле								NULL
Holy-Bible---Serbian---Serbian-ONST-Latin	0			paklenoga,pakla,pakao,paklu,paklene,paklenih,paklenijeh,pakleni,paklena,paklenijem,pakle								NULL
Holy-Bible---Setswana---Open-Tswana-Living	0											NULL
Holy-Bible---Sgaw-Karen---Mason-Bible	0											NULL
Holy-Bible---Shi---Mashi-Bible	0											NULL
Holy-Bible---Sholaga---Sholaga-Bible	0											NULL
Holy-Bible---Shona---Rakasununguka	0			gehena,wegehena,mugehena,kugehena,negehena,yegehena,egehena,kwegehena,negehena,dzegehena								NULL
Holy-Bible---Shona---Shona-Bible	0			gehena,wegehena,mugehena,kugehena,negehena,yegehena,egehena,kwegehena,negehena,dzegehena								NULL
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	0			аде,ада,адского,преисподнюю,геенне,геенны,геенну,адского,преисподней,преисподняя,преисподнею								NULL
Holy-Bible---Slovak---Slovak-Bible	0											NULL
Holy-Bible---Slovene---Slovene-Savli-Bible	0			pekel,pekla,peklu,peklenski								NULL
Holy-Bible---Slovene---Slovene-Stritarja-NT	0			pekel,pekla,peklu,peklenski								NULL
Holy-Bible---Soli---Soli-Bible	0											NULL
Holy-Bible---Somali---Somali-Bible	0			jahannamada								NULL
Holy-Bible---Somau-Karia---Somau-Karia-Bible	0											NULL
Holy-Bible---Spanish---Biblia-Platense-Straubinger	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Free-Bible	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Free-for-the-World	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Gods-Word-for-You	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Reina-Valera-1865	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Reina-Valera-1909	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Reina-Valera-NT-1858	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Sagradas-Escrituras-1569	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Sencillo-Bible	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Spanish---Spanish-New-Open-Bible	0		eterna,eternas,eternos,eterno,el venidero,siglo,mundo,siempre,eternamente,jamás,siglos,sempiterno,eternalmente,perpetuamente,eternidad	infierno,lago de fuego,los infiernos	infierno,gehenna,lago de fuego,abismo,,los infiernos	infierno,sepultura,sepulcro,abismo,el profundo,descenderán,los infiernos	infierno,gehenna	infierno,los infiernos,sepulcro	infierno	abismo	lago de fuego,lago ardiendo con fuego	NULL
Holy-Bible---Swahili---Contemporary	0			kuzimu,kuzimuni	kuzimu,ziwa la moto		Jehanamu	kuzimu	Jehanamu	kuzimu	ziwa linalowaka moto,ziwa la moto,Ziwa hili la moto	NULL
Holy-Bible---Swahili---New-Swahili-Bible	0			kuzimu,kuzimuni	kuzimu,ziwa la moto		Jehanamu	kuzimu	Jehanamu	kuzimu	ziwa linalowaka moto,ziwa la moto,Ziwa hili la moto	NULL
Holy-Bible---Swahili---Swahili-Bible	0			kuzimu,kuzimuni	kuzimu,ziwa la moto		Jehanamu	kuzimu	Jehanamu	kuzimu	ziwa linalowaka moto,ziwa la moto,Ziwa hili la moto	NULL
Holy-Bible---Swahili---Swahili-Open-Bible	0			kuzimu,kuzimuni	kuzimu,ziwa la moto		Jehanamu	kuzimu	Jehanamu	kuzimu	ziwa linalowaka moto,ziwa la moto,Ziwa hili la moto	NULL
Holy-Bible---Swedish---Swedish-Bible				helvete,helvetes,helvetet								NULL
Holy-Bible---Swedish---Swedish-Bible-1703	0			helvete,helvetes,helvetet								NULL
Holy-Bible---Swedish---Swedish-Bible-1873	0			helvete,helvetes,helvetet								NULL
Holy-Bible---Swedish---Swedish-Bible-1917	0			helvete,helvetes,helvetet								NULL
Holy-Bible---Taabwa---Kitaabua-Bible	0											NULL
Holy-Bible---Tagakaulo---Tagakaulo-Bible	0											NULL
Holy-Bible---Tagalog---Tagalog-Bible-1905	0			impyerno,impierno								NULL
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked	0			impyerno,impierno								NULL
Holy-Bible---Tagin---Tagin-First-Bible	0											NULL
Holy-Bible---Tamil---Open-Contemporary	0			நரகம்,நரகத்தின்,நரகத்திலே,நரகத்திற்குள்								NULL
Holy-Bible---Tamil---Tamil-Bible	0			நரகம்,நரகத்தின்,நரகத்திலே,நரகத்திற்குள்								NULL
Holy-Bible---Tarok---Tarok-Nigeria-Bible	0											NULL
Holy-Bible---Tavoyan---Tavoyan-Bible	0											NULL
Holy-Bible---Teke-Tyee---Teke-Tyee-Bible	0											NULL
Holy-Bible---Telugu---Telugu-Bible	0			నరకాగ్ని,నరకంలో,నరకాగ్నికి గురై								NULL
Holy-Bible---Telugu---Telugu-Open-Contemporary	0			నరకాగ్ని,నరకంలో,నరకాగ్నికి గురై								NULL
Holy-Bible---Tharu-Rana---Rana-Tharu-Bible	0											NULL
Holy-Bible---Thur---Leb-Thur-Bible	0											NULL
Holy-Bible---Tichurong---Tichurong-Bible	0											NULL
Holy-Bible---Tongan---Revised-West-Version	0			heli								NULL
Holy-Bible---Tsakhur---Tsakhur-Bible	0											NULL
Holy-Bible---Tsikimba---Tsikimba-Bible	0											NULL
Holy-Bible---Tsishingini---Tsishingini-Bible	0											NULL
Holy-Bible---Turkish---Open-Basic-Turkish	0			cehenneme,cehennem								NULL
Holy-Bible---Turkish---Turkish-Bible	0			cehenneme,cehennem								NULL
Holy-Bible---Twi---Akuapem-Twi-Bible	0			asaman								NULL
Holy-Bible---Twi---Asante-Twi-WASNA	0			asaman								NULL
Holy-Bible---Ukrainian---New-Translation	0			пекло,геєнни,геєнні,геєнну,аду,адові,Ад,пекельні,пеклї,пекла								NULL
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible	0			пекло,геєнни,геєнні,геєнну,аду,адові,Ад,пекельні,пеклї,пекла								NULL
Holy-Bible---Ukrainian---Ukrainian-NT	0			пекло,геєнни,геєнні,геєнну,аду,адові,Ад,пекельні,пеклї,пекла								NULL
Holy-Bible---Ukrainian---Ukrainian-Ogienko	0			пекло,геєнни,геєнні,геєнну,аду,адові,Ад,пекельні,пеклї,пекла								NULL
Holy-Bible---Urdu---Urdu-Bible	0			جہنم								NULL
Holy-Bible---Urdu---Urdu-Free-Contemporary	0			جہنم								NULL
Holy-Bible---Ut-Ma-in---Ut-Ma-in-Bible	0											NULL
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	0											NULL
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	0											NULL
Holy-Bible---Uyghur---Uyghur-Bible-Latin	0											NULL
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	0											NULL
Holy-Bible---Vaagri-Booli---Vaagri-Booli-Bible	0											NULL
Holy-Bible---Vaghri---Vaghri-Bible	0											NULL
Holy-Bible---Vidunda---Vidunda-Bible	0											NULL
Holy-Bible---Vietnamese---Contemporary	0		đời đời,gian	Địa ngục	Aâm phủ,âm phủ,ngục	Aâm phủ,âm phủ,ngục	ngục	Aâm phủ,âm phủ	vực sâu	vực sâu	trong hồ có lửa,hồ lửa	NULL
Holy-Bible---Vietnamese---Vietnamese-Bible	0		đời đời,gian	Địa ngục	Aâm phủ,âm phủ,ngục	Aâm phủ,âm phủ,ngục	ngục	Aâm phủ,âm phủ	vực sâu	vực sâu	trong hồ có lửa,hồ lửa	NULL
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	0		đời đời,gian	Địa ngục	Aâm phủ,âm phủ,ngục	Aâm phủ,âm phủ,ngục	ngục	Aâm phủ,âm phủ	vực sâu	vực sâu	trong hồ có lửa,hồ lửa	NULL
Holy-Bible---Vwanji---Vwanji-Bible	0											NULL
Holy-Bible---Waddar---Waddar-Bible	0											NULL
Holy-Bible---Waja---Waja-Bible	0											NULL
Holy-Bible---Wolio---Kitabi-Momangkilona-Bible	0											NULL
Holy-Bible---Yaka---Ivatan-Bible	0											NULL
Holy-Bible---Yaka---Yaka-Bible	0											NULL
Holy-Bible---Yalunka---Yalunka-Bible	0											NULL
Holy-Bible---Yamap---Yamap-Bible	0											NULL
Holy-Bible---Yansi---Yansi-Bible	0											NULL
Holy-Bible---Yemsa---Yemsa-Bible-Ethiopic	0											NULL
Holy-Bible---Yemsa---Yemsa-Bible-Latin	0											NULL
Holy-Bible---Yiddish-Eastern---Eastern-Yiddish-Bible	0											NULL
Holy-Bible---Yipunu---Punu-Bible	0											NULL
Holy-Bible---Yombe---Yombe-Bible	0											NULL
Holy-Bible---Yoruba---Yoruba-Bible	0			àpáàdì								NULL
Holy-Bible---Zapotec-Loxicha---Loxicha-Zapotec-Bible	0											NULL
Holy-Bible---Zaramo---Kizalamo-Bible	0											NULL
Holy-Bible---Zinza---Zinza-Bible	0											NULL
